# mesh name: boxMesh
# primitive scorer name: eDep
# iX, iY, iZ, total(value) [eV], total(val^2), entry
0,0,0,229.7014903423702,6986.573072473795,35
0,1,0,105.3377161893673,2345.528466571226,33
0,2,0,134.8360917685227,2113.937378567531,32
0,3,0,125.2627789262942,6642.589354190527,35
0,4,0,158.9239849399279,3083.71469860291,35
0,5,0,119.6355508616325,1630.966638929125,47
0,6,0,405.4922944651598,18312.08766785297,53
0,7,0,307.26102105245,7926.608680689636,54
0,8,0,233.8135510001777,5006.772888438044,62
0,9,0,358.6566413785096,17402.64932825773,67
0,10,0,268.4206246497311,7070.550221465564,73
0,11,0,335.5561030618643,7974.036417214162,66
0,12,0,290.618211137076,5815.661351600084,65
0,13,0,458.4548568680846,14198.05098468109,69
0,14,0,439.0566059026106,16799.31453305868,71
0,15,0,334.4123366127395,9909.70722340724,66
0,16,0,529.4379440084049,15778.76129355357,80
0,17,0,489.2889524974892,21987.5503102537,85
0,18,0,516.0321181135952,15025.75457086128,93
0,19,0,586.3498042596751,17589.61494565492,91
0,20,0,556.4923872796409,17735.1667710756,95
0,21,0,665.798011916488,19085.98162924597,101
0,22,0,473.6526977990431,11894.71538079652,105
0,23,0,771.8198571822362,19700.50646490938,115
0,24,0,652.4386153683349,15190.62065795761,105
0,25,0,830.9166228745805,20612.73174568923,129
0,26,0,1014.972642342441,30698.59216332753,140
0,27,0,918.7178216907873,22228.65897790018,153
0,28,0,1117.301649029596,28556.09024635575,162
0,29,0,1171.137755043442,35983.07646228495,173
0,30,0,1484.543381502039,66499.18838052708,183
0,31,0,1828.63749573532,64219.07858997596,195
0,32,0,2063.68765269749,88673.6662601601,179
0,33,0,1474.454523901347,48436.84705503755,198
0,34,0,1763.961256774304,58745.7642621971,219
0,35,0,2027.061605298643,71175.82037003814,248
0,36,0,2226.047733367347,81034.18946091822,238
0,37,0,1796.232935001374,59813.35921686632,240
0,38,0,2194.82659727379,66536.09823009616,261
0,39,0,2320.925526672168,70922.99502611636,266
0,40,0,2648.823748845914,88822.92327526881,302
0,41,0,2836.316362739899,90482.66569935411,296
0,42,0,3111.816851353348,118489.422470835,302
0,43,0,3292.821096966223,121948.4580560101,299
0,44,0,3072.361975744759,134775.1405635127,322
0,45,0,3532.689393124479,135178.5748557763,320
0,46,0,3804.430125534277,138361.0284360601,326
0,47,0,3170.097552256322,112715.2067317093,345
0,48,0,3558.807648205584,121191.9969844157,349
0,49,0,3930.910370567801,173935.6309775251,340
0,50,0,4237.829796432073,184254.3380832428,344
0,51,0,3716.886864264526,141593.7215248462,324
0,52,0,3425.664723926605,150043.4988522257,331
0,53,0,3490.611475691835,127443.6879690047,317
0,54,0,3446.702078658964,125752.0290963979,330
0,55,0,3331.370696780025,132990.2914781084,339
0,56,0,3604.498732934521,132899.2334090483,333
0,57,0,2971.904786433046,100750.7102018972,330
0,58,0,2855.308298274476,87498.53393248348,304
0,59,0,2887.517542326448,104308.8142939756,277
0,60,0,2877.456264914117,103302.0790507484,281
0,61,0,2995.315379786176,122416.6253459386,276
0,62,0,2265.141632155438,71733.09917470416,256
0,63,0,2629.662145524055,106756.7244765903,262
0,64,0,2322.635974467913,68126.33116327345,252
0,65,0,2219.345730154419,75918.2911478061,225
