# mesh name: boxMesh
# primitive scorer name: eDep
# iX, iY, iZ, total(value) [eV], total(val^2), entry
0,0,0,58.28192668532181,1004.916873981659,23
0,1,0,50.2184093647604,1274.280459502527,21
0,2,0,111.8473535844036,4198.838312771691,29
0,3,0,123.8007305211171,3780.700816976168,26
0,4,0,76.27040929733363,2036.460633241595,25
0,5,0,96.48622312016657,1599.100982093971,26
0,6,0,85.89745315594152,1026.521138255057,27
0,7,0,73.30426739553369,964.5218571787874,28
0,8,0,226.6742387464669,8620.54391431516,26
0,9,0,224.8490845739952,4941.465320142641,41
0,10,0,195.6075034185338,5317.667955764345,39
0,11,0,227.2164195380656,4628.417774444358,40
0,12,0,250.1829656702165,7623.018489756253,39
0,13,0,290.1498328143956,8908.13373063248,47
0,14,0,174.5628786456536,3348.067891839262,39
0,15,0,254.2002510439501,7469.039902546025,42
0,16,0,173.5651309111031,3476.442869948394,46
0,17,0,250.5046477763946,7465.233926569229,45
0,18,0,287.5137708968188,10818.36692433487,46
0,19,0,248.2844040957295,5111.021866907771,54
0,20,0,311.9927544545221,9917.614608540589,51
0,21,0,177.7896783539996,2796.092155620264,55
0,22,0,230.1406869712934,5527.788243072668,54
0,23,0,242.8833890350421,6325.906854946404,54
0,24,0,216.4212726971847,5894.98931229091,45
0,25,0,113.0185373672264,1729.213224019794,42
0,26,0,202.9416989291377,6920.094130245889,41
0,27,0,117.1253137146437,1977.572886608435,54
0,28,0,192.6901129406322,3798.744849515933,55
0,29,0,163.5811047857349,2773.654756822987,49
0,30,0,272.1794741426922,5507.812732802166,59
0,31,0,355.1309933085697,14854.59097977051,64
0,32,0,454.6559865975811,15484.48426083663,68
0,33,0,295.5298983780004,6330.327235524139,72
0,34,0,409.0970033266292,9261.964964135766,75
0,35,0,362.2562863008755,10461.92539454094,70
0,36,0,313.1287444470375,6157.67508864416,70
0,37,0,419.1007992691553,15182.1011471215,68
0,38,0,463.6495342559747,8992.288257635748,77
0,39,0,417.1634596835007,8711.444236012398,87
0,40,0,551.9358411421142,21778.83395940191,77
0,41,0,381.519190468574,9492.618501089535,81
0,42,0,392.9612715687638,10905.14969879098,79
0,43,0,608.4374136656327,21236.57991998164,86
0,44,0,368.7766109679599,9292.389969017859,87
0,45,0,562.7491512557763,14685.247307043,91
0,46,0,296.4130015934974,6989.100619966334,69
0,47,0,419.1639013152711,13334.71107648823,83
0,48,0,492.1437204282144,16345.29608823905,83
0,49,0,228.3463292106749,5694.160132902504,83
0,50,0,376.7437906349479,11244.16598177065,78
0,51,0,410.1923669227755,10318.013849442,80
0,52,0,388.7560788008088,10919.87150550241,77
0,53,0,500.0917247927198,14750.38240762247,84
0,54,0,443.9512793859219,10839.86476170811,81
0,55,0,534.6960041518275,18282.2238495914,73
0,56,0,386.6383072736299,8330.108528701749,77
0,57,0,384.0177004573266,10762.30194028299,74
0,58,0,462.1660323495512,17254.6705443218,66
0,59,0,560.0900448558792,23629.82142430338,73
0,60,0,569.8028846842928,26399.75074009518,75
0,61,0,476.4190791588277,22200.14086716688,81
0,62,0,413.7430679844879,13211.45916866003,81
0,63,0,349.9341448420205,9192.189685916768,71
0,64,0,490.4851135759918,16453.70627121009,79
0,65,0,520.547213693052,11881.92008722236,78
0,66,0,475.4616453274509,13438.46262601749,71
0,67,0,531.8743162597084,17098.49937991736,74
0,68,0,592.8850238679898,22396.91769500518,74
0,69,0,407.2117476232883,8702.751153150013,74
0,70,0,359.2789403867464,8326.19305432297,61
0,71,0,547.3643838958103,27112.41370205338,60
0,72,0,200.1267507650766,3532.105328538843,52
0,73,0,56.1983906702472,533.4042330668693,46
0,74,0,336.0689462260385,6798.250227057747,67
0,75,0,233.6799023632569,10346.77570122084,43
0,76,0,175.6976281563403,3315.425666056663,55
0,77,0,223.1263693259086,5235.399846126401,54
0,78,0,335.9998284090884,8262.383554588603,57
0,79,0,386.6873995411494,17552.99408741477,57
0,80,0,381.9908893967778,19759.68099941771,50
0,81,0,269.405876822415,7295.892680202949,49
0,82,0,178.6175209384492,5288.538178665914,46
0,83,0,293.8003566521573,8985.970986289252,50
0,84,0,291.0224590315733,8886.248292491156,46
0,85,0,257.9924006029393,11195.21109237497,41
0,86,0,166.9019741066596,3337.05621440939,48
0,87,0,93.848229250278,2509.770832091654,37
0,88,0,175.7922856278959,4072.664179420948,40
0,89,0,189.0704400554403,4749.051466297143,32
0,90,0,114.1603252744124,2613.89271336796,37
0,91,0,119.651262450898,3593.125923416176,31
0,92,0,146.6877688862042,8669.95584456263,29
0,93,0,182.6124138308036,5648.48660887111,37
0,94,0,170.8893804797833,5130.909646250291,23
0,95,0,34.73963584904528,523.7523735966308,27
0,96,0,65.66811903716334,848.648343105094,28
0,97,0,31.17453967506537,364.125165549566,27
0,98,0,106.164527208765,2099.179845348424,26
0,99,0,185.3875018930646,6340.157304692425,31
0,100,0,132.3235315978527,2716.7189188947,28
1,0,0,103.0399541846506,2220.010509963106,24
1,1,0,103.46092359488,3152.815331860091,26
1,2,0,68.9294842398596,1149.496215022389,29
1,3,0,120.8770885421671,2130.908432418668,24
1,4,0,83.65413602666871,1077.762635643585,32
1,5,0,184.8362570788223,3995.532368875452,38
1,6,0,106.3279275626427,2631.153049196444,31
1,7,0,81.47038140345501,1746.547233837375,25
1,8,0,50.53229904972613,1170.372301188417,17
1,9,0,212.6162633181417,7881.735275146811,40
1,10,0,212.9637151607256,5234.051682930773,35
1,11,0,269.0938396394675,8204.106729370242,37
1,12,0,151.9463057958414,3557.746672695041,41
1,13,0,439.3979253469772,21851.89883207105,47
1,14,0,181.0260642531241,7033.883682608189,44
1,15,0,235.7181078428253,6091.297233466783,49
1,16,0,567.0230313257199,33955.55096352036,53
1,17,0,358.6459899136112,25483.30683222881,40
1,18,0,386.7409337346728,14101.18996625296,43
1,19,0,175.4466088351119,7826.857319517664,51
1,20,0,343.2442249678714,10236.92774918606,48
1,21,0,219.7002499837695,5477.546926896624,40
1,22,0,287.6461181021526,10527.75303561634,60
1,23,0,303.8605500474795,10455.23091874646,61
1,24,0,357.6111455617072,13433.56505632244,58
1,25,0,213.6722307405112,5534.225617172409,43
1,26,0,194.9179952608234,3056.55545025437,50
1,27,0,166.5723173939847,3871.631145303364,52
1,28,0,284.0023102439647,10107.45938141777,50
1,29,0,208.6130662531695,3962.68628902613,51
1,30,0,239.6230028535869,8313.677849836156,54
1,31,0,273.8082458499955,6483.69481204034,65
1,32,0,205.7026263079642,2951.348803193733,72
1,33,0,315.956616390718,7228.994890771552,69
1,34,0,554.0050536681955,29243.22138403641,64
1,35,0,594.8560985606683,19028.68874887005,75
1,36,0,542.3678303646211,25540.53609741046,74
1,37,0,596.0525453750026,20313.58145655149,83
1,38,0,456.6789497271673,18202.66786571152,77
1,39,0,452.5137424163742,10518.76377131372,86
1,40,0,557.9296067661849,17661.5393491638,80
1,41,0,472.9159250701135,14168.52072214908,92
1,42,0,452.0992861823426,10859.09411140141,79
1,43,0,308.0752175594075,8978.176506885458,79
1,44,0,390.9515802899616,9455.043563364903,84
1,45,0,300.9453911734125,6343.525814548233,86
1,46,0,317.9012059817627,6067.929311592319,75
1,47,0,559.7866975455588,16791.5255061667,85
1,48,0,663.7058099363212,24658.48244508391,91
1,49,0,591.2345068736211,18456.71654085962,91
1,50,0,408.3208010362007,10111.9931187721,80
1,51,0,406.3500135540679,7924.253330067485,82
1,52,0,489.0331488075392,14495.54237449018,91
1,53,0,556.5215508828552,25187.05790760753,91
1,54,0,508.5297506815751,14573.51658111474,87
1,55,0,398.6629805143107,8902.748425113627,86
1,56,0,499.5608985887019,12076.02719355138,74
1,57,0,365.4114417103559,8782.621918780611,76
1,58,0,564.6717678984407,23899.95107504447,75
1,59,0,411.7901170139216,12461.45351065037,72
1,60,0,417.6141117575561,13948.52253504078,76
1,61,0,445.9897820499321,12316.50086808259,80
1,62,0,438.5227433252333,10351.18308722957,86
1,63,0,223.0861374559156,6865.665473744895,80
1,64,0,405.2724741415395,10233.70350818066,82
1,65,0,566.422659093564,22057.35323123516,83
1,66,0,710.4032463524102,31815.26862136979,78
1,67,0,748.2144469162398,40609.1536001522,79
1,68,0,460.8324950056934,19013.08238735453,76
1,69,0,598.2410780847849,19631.03122722241,77
1,70,0,478.8509920174022,19663.6055247328,79
1,71,0,369.0609107876144,7002.812745631429,71
1,72,0,168.7431166497175,2381.676757212569,58
1,73,0,214.0711280331771,4140.934860522248,55
1,74,0,418.6900216033227,19837.97319905056,61
