# mesh name: boxMesh
# primitive scorer name: eDep
# iX, iY, iZ, total(value) [eV], total(val^2), entry
0,0,0,96.63609413871943,3064.508163340096,23
0,1,0,109.0615631019598,1689.466040651033,27
0,2,0,109.2389744165391,2284.950062397746,22
0,3,0,103.0370117350544,2183.642497802973,22
0,4,0,68.30629855488951,1077.85929939054,22
0,5,0,120.8200854351956,3364.14627093227,16
0,6,0,105.6544825478717,3300.192108214805,20
0,7,0,74.83361600341205,1494.626475194524,25
0,8,0,104.9377350027678,3136.361013453035,26
0,9,0,146.1019021709109,5275.281918104344,23
0,10,0,90.86331354203233,1779.868904369833,24
0,11,0,169.9753179025239,3271.621053755817,32
0,12,0,338.8364200825099,14536.61557720256,37
0,13,0,198.721814893691,3837.896140090811,48
0,14,0,229.0694383396927,3967.66982885957,43
0,15,0,215.8125943348689,7856.000062437798,38
0,16,0,232.3497070860991,9146.00165177668,38
0,17,0,241.197396474267,8686.479939123479,45
0,18,0,147.5290678190443,2042.170238388057,45
0,19,0,184.225549292694,6076.343735583405,39
0,20,0,165.9077497771233,3598.866347413233,40
0,21,0,197.3747639809011,3797.236020201281,54
0,22,0,198.3713244523842,4436.063233308937,54
0,23,0,331.6867350656734,17220.13353823579,53
0,24,0,266.7018568588517,6887.976367969769,48
0,25,0,188.7130518586149,4209.53683346655,43
0,26,0,203.4478772981552,7051.430838818651,53
0,27,0,266.6036442527183,11482.3903563368,50
0,28,0,146.6611891803281,3072.067792962706,63
0,29,0,239.1623881235162,4822.793817201219,61
0,30,0,239.0282780465554,4839.947833034688,62
0,31,0,298.633419409523,6949.351438663006,54
0,32,0,277.8900202108895,4601.226155270202,62
0,33,0,183.4670769301148,3187.227859486392,58
0,34,0,357.6244970614982,8448.827316831646,68
0,35,0,401.6388566927428,10669.27164069316,78
0,36,0,406.172936295389,17891.11990033469,71
0,37,0,487.7985078708447,10978.60675582251,87
0,38,0,449.880498179551,12661.59300092574,71
0,39,0,498.3032479917135,14004.04955847808,70
0,40,0,404.2518257676171,11810.01567346718,74
0,41,0,583.17754715489,19649.18973305348,71
0,42,0,439.7356273153068,15422.59898923721,79
0,43,0,459.3747049884832,20928.13537271808,81
0,44,0,465.8376357647207,24848.43649505597,69
0,45,0,557.7717521584811,21897.64314604004,83
0,46,0,351.7933877853668,9505.439439116797,73
0,47,0,384.1916236199285,9252.514301192421,77
0,48,0,396.1439970186952,9830.428118526377,69
0,49,0,489.3128590830563,14306.18372297781,79
0,50,0,373.4076851511034,8586.09529841939,76
0,51,0,430.4085063258481,12438.68570273162,81
0,52,0,470.666781482442,12168.88852158024,86
0,53,0,352.9407358187434,7549.606578149262,81
0,54,0,404.2417335901973,10013.09076430005,88
0,55,0,491.6988310502642,15152.16731265319,85
0,56,0,634.8049622212105,32805.77925419958,87
0,57,0,575.3392494541828,15507.52681269581,92
0,58,0,378.7514308174627,9084.10784685659,84
0,59,0,464.271406608096,12357.97488257686,82
0,60,0,380.7478763264709,7282.260448467598,75
0,61,0,744.7587366493291,32821.09235852425,91
0,62,0,372.0852177575192,10339.21044325087,80
0,63,0,558.9495336154198,17477.61311035094,86
0,64,0,522.5857421880512,19480.43359628143,80
0,65,0,487.5295455430723,16229.87982676054,73
0,66,0,316.1101938662426,9480.735096014891,67
0,67,0,392.7858452580112,22420.85830531966,62
0,68,0,348.2918744649757,10969.27089062528,62
0,69,0,257.1732254636164,8325.30731450444,64
0,70,0,312.7424611079699,9006.286420892899,64
0,71,0,335.8529934408418,11760.54957479648,65
0,72,0,304.6806242998063,11254.4900685237,61
0,73,0,588.402649528329,25013.88821305563,60
0,74,0,315.9825242895424,13259.46254943485,51
0,75,0,349.8464816815847,11159.62633437252,56
0,76,0,293.8526613293494,5962.364562379462,57
0,77,0,166.3169860873594,3417.37996183897,52
0,78,0,213.260376555968,4027.880508971306,53
0,79,0,125.3613734304849,2394.01126495665,52
0,80,0,102.4877735014756,2557.270837328863,50
0,81,0,362.9357813110186,10588.35992145338,56
0,82,0,164.6767239953136,1771.211559693787,51
0,83,0,193.7049122080365,6151.939779642849,46
0,84,0,221.7196235642338,8355.296162214772,48
0,85,0,155.2064778339827,3317.030790265297,51
0,86,0,238.0722836514007,12175.52499016922,51
0,87,0,208.9188209960104,5761.128091003753,49
0,88,0,154.425761280289,3040.972533858165,44
0,89,0,257.8208265167416,6870.41581086609,37
0,90,0,287.3829307392186,8644.173451826968,37
0,91,0,217.4737230418467,13379.825054198,37
0,92,0,92.61840955579964,1598.619903553763,39
0,93,0,12.5311054448104,64.77554145399935,28
0,94,0,116.8978469904244,1776.718363667254,30
0,95,0,105.8643462189923,1516.597402462059,32
0,96,0,62.80200263289735,764.9732670488206,29
0,97,0,18.60253001451108,129.7224695685123,22
0,98,0,41.77647048916312,1142.942468409464,22
0,99,0,95.07217747574542,1938.44990314216,24
0,100,0,191.9372706896619,5867.839438628533,26
1,0,0,144.5076561838512,5720.792162486446,29
1,1,0,144.3321905036387,2589.113884305331,27
1,2,0,112.9923778220112,5525.783760058257,25
1,3,0,174.7982181032014,5342.036618400965,30
1,4,0,78.39639926994809,1567.739172642916,26
1,5,0,120.0482431830931,2990.437767136409,22
1,6,0,82.59338283935205,1524.329279797642,17
1,7,0,83.81359252252561,1448.69797294731,28
1,8,0,120.3359695989348,3333.204346877799,25
1,9,0,112.9159140621366,3212.139621201421,26
1,10,0,104.6747207130542,2160.400819568084,28
1,11,0,227.2222492903814,10717.40888964569,33
1,12,0,112.1672913417817,1317.225116528979,38
1,13,0,237.8492403756743,4706.901775862088,49
1,14,0,96.29004807348552,1260.426244179843,44
1,15,0,156.0478090777742,3222.329083912473,48
1,16,0,258.838613220452,7738.886959382336,46
1,17,0,331.1664220493446,7361.70508101102,54
1,18,0,122.2563927790729,2278.249551676871,48
1,19,0,227.0692631545975,5903.197680820769,44
1,20,0,340.7589016129638,10942.36017472272,50
1,21,0,452.3031243544505,14298.41137208055,59
1,22,0,224.3056966308292,4680.034787492143,61
1,23,0,343.3450013567474,7472.412014250395,65
1,24,0,339.5054287321594,8608.961948890947,52
1,25,0,430.8394454750011,14853.61150391514,54
1,26,0,291.1948789504399,8946.01688578078,65
1,27,0,299.4983604070173,7028.309071609372,57
1,28,0,219.397555219928,3480.331935872893,62
1,29,0,311.179900400536,9977.865534538632,59
1,30,0,305.8849298248614,8363.839323511105,67
1,31,0,418.4906824428206,20413.15413114838,68
1,32,0,352.1183965801836,15284.29992773064,66
1,33,0,270.0884821155141,6610.208643759232,58
1,34,0,326.8031939727292,10175.23158000249,65
1,35,0,347.1286418329219,9261.673398246799,73
1,36,0,398.769078080488,14534.35681501951,86
1,37,0,514.0303255137782,14841.53227570572,91
1,38,0,610.2874689537355,27477.38344084862,74
1,39,0,505.0880569357622,17048.12534562174,78
1,40,0,649.4578690279557,23066.64788955468,82
1,41,0,551.3721379112091,25673.64411419853,78
1,42,0,394.8905755177626,9074.725668350629,77
1,43,0,486.9268376613354,12025.41615959584,85
1,44,0,433.0031651040015,9055.156473125731,93
1,45,0,494.7724399940784,9467.171745535961,90
1,46,0,451.7275674901512,13715.15796718834,82
1,47,0,474.5260227061137,13501.62837936097,82
1,48,0,273.8655339186921,12281.28411738588,71
1,49,0,492.4401668171748,11032.58186779182,90
1,50,0,372.5542322837119,6911.031680939567,93
1,51,0,464.3055877668942,13417.07535045204,87
1,52,0,352.1180284068475,7514.66998242973,85
1,53,0,498.5183892990855,15003.7429526067,81
1,54,0,745.4026252069218,20335.35933103198,95
1,55,0,560.5413710061047,17252.12019023952,98
1,56,0,679.4426079486285,27720.55060444813,93
1,57,0,877.8777419692937,31019.14421451481,95
1,58,0,643.0919732664464,20356.02212409876,98
1,59,0,602.5514684167355,22054.22537002521,85
1,60,0,531.2861157133362,16575.64213655523,85
