# mesh name: boxMesh
# primitive scorer name: eDep
# iX, iY, iZ, total(value) [eV], total(val^2), entry
0,0,0,395.6527940467629,55650.21894317897,52
0,1,0,128.249885242591,3375.128232974032,52
0,2,0,211.2167742624419,5208.662568395541,46
0,3,0,325.8833685029588,6413.85591106925,49
0,4,0,240.236758929559,8452.193080991488,52
0,5,0,185.4408398027012,4593.121740601737,50
0,6,0,227.9693915796862,8410.957597580806,44
0,7,0,145.7795490111035,2469.168669677832,54
0,8,0,395.1727669927518,25691.24524948592,53
0,9,0,271.7492776440071,5660.008891240954,63
0,10,0,263.1865636541519,12351.34629948408,56
0,11,0,375.1559500799349,9674.474634784097,69
0,12,0,356.5714533978485,9064.866090195925,69
0,13,0,667.456339416177,24741.51600670288,79
0,14,0,424.2641494466558,14541.02835955128,79
0,15,0,545.0299494304313,13447.87477525916,92
0,16,0,642.3864459993902,29419.15241463873,89
0,17,0,458.8054844396451,12226.66679374118,92
0,18,0,572.6557945646491,14512.0236180814,98
0,19,0,629.9239335346791,19818.16137094706,101
0,20,0,602.7989756647517,14711.18013713155,99
0,21,0,734.5060450601939,22503.69711862719,103
0,22,0,680.9373815829932,18217.11051433455,108
0,23,0,858.9991945629807,29965.91237016253,114
0,24,0,535.7112272905887,13894.27016417286,109
0,25,0,673.9485667868244,20396.3580035151,111
0,26,0,486.8619612230024,9776.830760368935,106
0,27,0,649.0583710179155,16804.5787558625,113
0,28,0,781.2630653895861,24452.8486579347,132
0,29,0,802.4894537280564,21579.70470253002,128
0,30,0,947.0935302539464,30617.98629983016,129
0,31,0,701.8521360341656,24118.87595284994,120
0,32,0,1080.936506606672,37388.41579058453,137
0,33,0,1022.453102116293,26398.1624339678,145
0,34,0,1061.65704432976,31901.72419864487,145
0,35,0,1063.474538682411,33606.98517189691,154
0,36,0,1250.199054897822,49887.71026577768,159
0,37,0,885.8797341796813,23395.88341699072,152
0,38,0,1011.656472252858,29589.06823468561,168
0,39,0,752.7413711082127,16675.0765099234,154
0,40,0,1190.699744306568,45549.53810648874,165
0,41,0,1338.078115863872,43293.27061835533,164
0,42,0,813.3874398675422,20013.08038832591,153
0,43,0,1098.695306020416,36837.68231457122,161
0,44,0,1039.956124276331,35786.69286444885,161
0,45,0,1345.422976260426,39539.46215404139,166
0,46,0,1192.296157169651,35701.39666646138,162
0,47,0,1034.333055672089,24375.68441340443,178
0,48,0,1178.600294843301,40390.0756400268,179
0,49,0,1134.866867317479,37068.1326112278,166
0,50,0,1102.35605255254,31210.80078827488,158
0,51,0,998.7992161622757,36230.83389186863,157
0,52,0,1207.074021504119,35373.79248127664,165
0,53,0,959.0640932880383,27531.94506164042,147
0,54,0,1134.69171945881,39946.75830864933,143
0,55,0,1128.371216295236,34872.77897518576,144
0,56,0,1003.307782085803,32948.69685217042,159
0,57,0,1349.067304958887,43778.27410558616,170
0,58,0,1125.48256492359,36125.76964321375,173
0,59,0,960.7924604305894,22126.36173942331,158
0,60,0,1147.426347025528,34409.25778281689,155
0,61,0,1138.92287649919,27448.83332813825,166
0,62,0,1011.222249613707,28040.52941115494,156
0,63,0,1138.168725669239,31064.12574499325,163
0,64,0,736.9114702275475,19337.29831620069,137
0,65,0,916.8655227021756,25450.76814364173,139
0,66,0,717.6141286683005,16473.60588918857,133
0,67,0,791.4219064295135,27026.98199780347,135
0,68,0,902.7905316295679,24674.28183804739,146
0,69,0,956.0112879290574,31099.35938837075,138
0,70,0,754.7107026823028,24864.0666836344,127
0,71,0,728.7808269627632,23030.96884519381,113
0,72,0,590.8654201769725,20189.10604562859,116
0,73,0,664.3603869046573,18312.29057878165,119
0,74,0,721.2975677819829,25353.58846312243,113
0,75,0,675.4397368647778,16033.29242397828,109
0,76,0,513.1508097077642,11313.34466958553,105
0,77,0,437.4237068118525,8988.723595781054,106
0,78,0,456.8762333585284,10612.10927277991,108
0,79,0,259.1291661053865,6027.776265357586,97
0,80,0,547.6880462377817,14650.83968177961,93
0,81,0,364.8797175190547,9717.602074440661,76
0,82,0,478.6879288892637,13376.05173676006,86
0,83,0,563.4291878863681,17851.53978530794,76
0,84,0,521.0814453272486,13316.56928390143,90
0,85,0,532.0677916731545,22281.57259626904,84
0,86,0,516.3508219930219,12779.6120496235,79
0,87,0,461.3802567640101,11368.06779784401,85
0,88,0,338.1987287452051,9718.964188706477,75
0,89,0,401.9908792157751,12117.76462367338,67
0,90,0,319.4165548537578,7667.672417005368,75
0,91,0,374.6832527382104,7997.207880036456,69
0,92,0,317.1562328792469,6157.452552883023,80
0,93,0,311.7530981873616,6314.478871985737,63
0,94,0,137.5769694826807,2227.096480763805,55
0,95,0,316.1509225705478,16189.90902267688,56
0,96,0,310.8691469204736,20572.68653194978,56
0,97,0,386.8506118349057,12713.18106649653,59
0,98,0,200.2920027901928,7725.143379578098,52
0,99,0,332.3713458018569,8845.372925632437,54
0,100,0,287.2682456922744,6595.810369511189,62
1,0,0,138.9415187276966,2353.519655586078,61
1,1,0,304.4244129193792,9713.337769699803,53
1,2,0,361.7662139116136,10643.32114696404,52
1,3,0,353.9466866924076,10641.14752920595,52
1,4,0,297.6970731874923,8653.328363405319,55
1,5,0,288.1277941023309,6356.155307948743,55
1,6,0,147.4206432330577,2048.775954023275,54
1,7,0,345.0739495500014,8191.03648460582,72
1,8,0,280.7985429766389,6461.653366675922,57
1,9,0,350.6404559599778,8211.830731617412,64
1,10,0,470.2508808277852,13325.50672724202,74
1,11,0,366.7832100435547,8019.178875867273,73
1,12,0,314.4693243722672,6045.234379932956,76
1,13,0,509.3863227917665,21336.36102845801,74
1,14,0,613.908780399591,27778.21805265372,78
1,15,0,347.8191740661846,6958.467256302297,84
1,16,0,478.5677182762267,17565.50523072687,76
1,17,0,568.1172122801847,14866.44231736825,102
1,18,0,587.0072583802462,16222.95994600513,110
1,19,0,766.0082487238811,23474.10466484671,104
1,20,0,785.8269957825679,34004.33517227819,103
1,21,0,609.4490354310384,14066.56339453128,112
1,22,0,684.4887324995129,24857.99391723703,112
1,23,0,580.1766559752865,11882.43299446214,111
1,24,0,567.6476099169096,18280.69108835496,127
1,25,0,708.7660423232746,20175.13022548319,128
1,26,0,874.6647286156924,47687.40481296107,113
1,27,0,785.4106221693405,19761.71995870718,118
1,28,0,773.6676252224025,25496.64911124112,116
1,29,0,1192.083419607415,49274.84235989726,139
1,30,0,1008.625364456432,41056.05430411061,138
1,31,0,866.0523623681877,22190.58639107968,142
1,32,0,923.5517403519563,23719.13740721915,145
1,33,0,1077.762215807691,38854.23125395197,154
1,34,0,808.484718927793,16347.40571467519,158
1,35,0,810.4433686984365,17547.8663302747,157
1,36,0,1002.735772605749,30446.93677729034,161
1,37,0,1271.39583245993,54122.03947298195,153
1,38,0,1158.73849660169,34096.47128283851,169
1,39,0,1434.491541055268,50391.93631366899,171
1,40,0,1080.840703628912,37449.48929890977,167
1,41,0,1006.728986761854,30839.17826184913,169
1,42,0,992.5103879394392,30990.07230724914,160
1,43,0,1087.204019026798,30207.95193089749,183
1,44,0,967.1471004750148,29782.3708055805,171
1,45,0,959.7232726119829,21710.8278080891,176
1,46,0,1331.948031685598,43995.27503594933,176
1,47,0,1370.439712933987,43822.38773557455,188
1,48,0,1010.906386134682,27614.70152901699,191
1,49,0,1142.687986843794,37149.67625649512,174
1,50,0,1062.396151705822,33805.16346477418,172
1,51,0,921.2987435279024,21700.13626002249,167
